timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,packets_per_second,bytes_per_packet,bytes_per_second,is_weekend,hour_of_day,label
2025-12-06 16:15:26.732532,158.3.142.115,192.168.82.211,37959,55909,TCP,583,12773,140.27,4.16,21.91,91.06,0,0,Port_Scan
2025-12-06 20:13:26.669434,10.148.242.148,14.80.27.28,7983,161,ICMP,204,75100,260.02,0.78,368.14,288.83,0,11,Normal
2025-12-07 13:35:01.737144,159.124.18.211,192.168.132.62,14837,161,TCP,93,12362,543.19,0.17,132.92,22.76,0,5,Brute_Force
2025-12-07 13:45:36.688486,10.155.75.136,169.182.93.56,61883,25,ICMP,739,52216,278.57,2.65,70.66,187.44,0,7,Normal
2025-12-07 08:47:34.722565,172.16.30.229,126.94.110.11,45096,20,TCP,453,75979,165.47,2.74,167.72,459.17,0,20,Normal
2025-12-07 02:58:00.731534,65.89.235.48,10.138.65.119,32815,10926,TCP,662,28078,227.31,2.91,42.41,123.52,0,15,Port_Scan
2025-12-07 11:23:01.664305,10.30.20.48,96.64.34.17,12051,20,ICMP,516,88794,207.26,2.49,172.08,428.41,1,1,Normal
2025-12-06 23:08:31.723561,172.16.31.203,95.98.63.249,48680,8000,TCP,231,5862,295.86,0.78,25.38,19.81,0,5,Normal
2025-12-06 16:08:32.693910,192.168.35.55,192.168.134.41,11184,995,ICMP,493,47363,141.08,3.49,96.07,335.71,0,15,Normal
2025-12-07 04:22:37.705718,192.168.77.169,35.110.14.10,2793,53,ICMP,528,95410,124.09,4.25,180.7,768.87,1,7,Normal
2025-12-07 13:21:06.654402,192.168.121.171,52.39.236.145,16798,8443,UDP,139,62388,199.77,0.7,448.83,312.3,1,20,Normal
2025-12-07 11:32:08.652293,10.74.98.174,192.168.76.19,4280,3000,TCP,353,65678,271.69,1.3,186.06,241.74,0,12,Normal
2025-12-07 15:21:45.660030,10.119.112.69,192.168.91.108,63752,53,ICMP,763,48273,282.28,2.7,63.27,171.01,1,7,Normal
2025-12-07 02:34:51.653355,192.168.173.122,172.16.28.19,24331,53,TCP,391,79072,255.11,1.53,202.23,309.95,1,14,Normal
2025-12-07 04:16:51.744429,85.50.217.183,192.168.24.246,26230,22,TCP,29,9803,23.98,1.21,338.03,408.88,0,21,SQL_Injection
2025-12-07 06:57:36.741274,82.4.242.31,172.16.16.244,31176,22,TCP,257,16261,857.45,0.3,63.27,18.96,1,21,Brute_Force
2025-12-06 23:44:27.738250,152.146.50.94,172.16.23.223,51455,53,TCP,77,19286,1672.09,0.05,250.47,11.53,0,23,Brute_Force
2025-12-06 17:43:41.723561,172.16.16.19,135.171.63.78,36128,143,UDP,762,80354,4.7,162.29,105.45,17114.15,1,12,Normal
2025-12-07 14:18:16.741274,73.203.36.43,10.117.56.67,41225,143,TCP,431,3251,1439.46,0.3,7.54,2.26,0,15,Brute_Force
2025-12-07 10:42:59.714281,172.16.20.116,147.106.190.247,52270,53,TCP,815,97338,179.0,4.55,119.43,543.79,0,1,Normal
2025-12-07 10:50:51.694960,172.16.20.79,137.95.224.32,41640,161,ICMP,83,26446,201.35,0.41,318.63,131.34,0,17,Normal
2025-12-06 22:42:25.721568,172.16.25.24,172.16.16.68,1417,143,UDP,137,30704,146.07,0.94,224.12,210.2,1,12,Normal
2025-12-06 16:07:24.732532,9.169.170.11,172.16.16.118,22916,41262,TCP,944,27543,120.35,7.84,29.18,228.86,1,13,Port_Scan
2025-12-06 15:51:43.752084,74.120.215.11,172.16.25.5,30396,20,UDP,1712,124685,165.13,10.37,72.83,755.09,1,22,Malware
2025-12-07 09:32:16.752084,160.157.248.248,192.168.194.56,54219,21,TCP,621,106541,538.13,1.15,171.56,197.98,1,9,Malware
2025-12-07 05:36:24.718576,10.15.217.231,131.167.219.31,43678,23,UDP,767,11149,113.33,6.77,14.54,98.38,0,18,Normal
2025-12-06 15:37:18.667441,10.19.183.118,172.16.16.121,57693,8000,UDP,580,38135,282.06,2.06,65.75,135.2,1,12,Normal
2025-12-07 05:28:12.756314,195.67.211.194,192.168.39.203,65472,993,UDP,692,199326,509.4,1.36,288.04,391.3,1,20,Malware
2025-12-07 12:17:06.755257,5.190.231.193,192.168.36.242,13925,23,TCP,1533,151611,120.44,12.73,98.9,1258.77,0,14,Malware
2025-12-07 12:34:30.688486,172.16.30.149,149.34.174.234,44667,162,ICMP,672,32944,250.45,2.68,49.02,131.54,0,19,Normal
2025-12-07 05:01:49.728545,165.234.132.165,192.168.29.205,48725,8080,TCP,66129,28822425,21.37,3094.1,435.85,1348568.86,1,5,DDoS
2025-12-06 17:03:56.705718,10.27.112.111,192.168.29.83,63491,587,ICMP,711,88831,217.53,3.27,124.94,408.36,0,22,Normal
2025-12-06 15:41:46.752084,177.239.144.95,172.16.25.50,19023,23,TCP,782,166328,456.06,1.71,212.7,364.71,1,6,Malware
2025-12-07 03:39:57.753172,29.64.67.34,10.12.171.24,55292,587,UDP,1729,124015,134.83,12.82,71.73,919.79,0,18,Malware
2025-12-07 00:36:12.708746,10.70.45.90,120.123.35.227,35866,22,UDP,537,70586,9.53,56.34,131.45,7405.52,0,17,Normal
2025-12-07 00:58:42.665348,192.168.226.240,178.198.13.184,13104,993,ICMP,976,64341,148.57,6.57,65.92,433.07,0,17,Normal
2025-12-07 03:29:54.671675,172.16.28.27,192.168.167.139,19093,22,ICMP,428,40109,101.22,4.23,93.71,396.26,1,5,Normal
2025-12-07 00:54:27.661152,192.168.23.186,30.13.203.46,1923,22,UDP,46,61184,138.45,0.33,1330.09,441.93,1,11,Normal
2025-12-06 23:58:06.660030,172.16.31.102,139.234.41.229,27636,3000,ICMP,446,77124,283.74,1.57,172.92,271.81,0,5,Normal
2025-12-07 09:27:37.717581,172.16.16.169,131.15.110.217,44834,443,ICMP,443,17163,283.76,1.56,38.74,60.48,1,16,Normal
2025-12-06 22:56:56.657891,192.168.57.44,30.51.152.127,2626,53,ICMP,267,65710,36.97,7.22,246.1,1777.4,1,1,Normal
2025-12-07 12:34:55.734894,185.156.232.35,10.30.115.97,64594,50284,TCP,110,30859,162.54,0.68,280.54,189.86,0,9,Port_Scan
2025-12-06 22:10:28.666445,192.168.202.234,188.87.223.71,10162,993,ICMP,254,73554,62.33,4.07,289.58,1180.04,1,12,Normal
2025-12-07 12:41:09.720571,10.227.125.78,172.16.20.181,16663,23,UDP,602,10503,23.79,25.3,17.45,441.4,1,1,Normal
2025-12-06 16:37:01.731534,157.52.221.55,172.16.25.139,49364,42167,TCP,564,19162,147.86,3.81,33.98,129.59,0,10,Port_Scan
2025-12-07 08:32:50.704713,192.168.205.161,132.92.83.177,21744,8080,UDP,400,34690,62.18,6.43,86.72,557.9,0,19,Normal
2025-12-07 13:12:27.671675,172.16.22.14,113.190.91.178,55312,25,TCP,704,14279,201.98,3.49,20.28,70.69,0,2,Normal
2025-12-07 04:51:18.720571,10.114.218.108,134.18.53.90,64614,53,TCP,675,48399,203.23,3.32,71.7,238.15,1,4,Normal
2025-12-06 23:17:24.662196,10.193.105.3,192.168.215.169,46694,143,ICMP,251,17798,119.22,2.11,70.91,149.29,1,14,Normal
2025-12-06 23:09:53.744429,9.44.124.3,192.168.234.51,3998,22,TCP,96,1376,19.43,4.94,14.33,70.81,1,19,SQL_Injection
2025-12-07 06:21:07.657891,172.16.31.184,10.150.245.164,60337,8000,UDP,590,80693,151.29,3.9,136.77,533.38,0,12,Normal
2025-12-07 12:02:34.756314,145.121.230.91,172.16.31.192,33282,443,TCP,485,113643,302.83,1.6,234.32,375.27,0,12,Malware
2025-12-07 00:29:28.691815,192.168.123.126,27.187.36.201,34410,80,TCP,900,81999,88.04,10.22,91.11,931.43,1,20,Normal
2025-12-07 01:02:22.670668,172.16.17.58,172.16.19.208,43773,53,ICMP,418,7597,22.18,18.85,18.17,342.57,0,7,Normal
2025-12-07 14:44:45.717581,192.168.133.235,192.168.162.132,14996,161,ICMP,159,29838,279.83,0.57,187.66,106.63,0,7,Normal
2025-12-06 19:46:18.650894,172.16.18.148,1.5.115.183,49850,23,UDP,356,80007,239.09,1.49,224.74,334.63,1,19,Normal
2025-12-06 20:14:14.753172,146.229.189.52,10.194.175.106,60704,53,UDP,156,76603,268.06,0.58,491.04,285.77,0,11,Malware
2025-12-06 22:44:16.694960,192.168.38.37,23.132.155.87,33072,21,TCP,429,21392,255.43,1.68,49.86,83.75,1,15,Normal
2025-12-07 07:45:06.744429,180.231.28.23,172.16.16.3,42788,53,TCP,21,7292,33.27,0.63,347.24,219.19,1,14,SQL_Injection
2025-12-07 05:19:07.707739,172.16.31.239,10.27.10.23,22375,995,ICMP,160,80044,187.52,0.85,500.27,426.86,1,16,Normal
2025-12-06 16:19:52.747590,155.63.228.202,10.245.90.180,11924,995,TCP,49,5630,18.71,2.62,114.9,300.97,1,1,SQL_Injection
2025-12-07 01:36:30.663250,10.149.219.219,29.50.81.211,26127,995,UDP,354,82435,173.96,2.03,232.87,473.86,0,5,Normal
2025-12-07 15:19:03.661152,192.168.31.129,121.8.223.80,10796,8080,ICMP,577,63845,63.91,9.03,110.65,998.97,0,16,Normal
2025-12-07 01:38:12.746533,50.25.1.155,192.168.56.87,57857,143,TCP,36,1651,50.25,0.72,45.86,32.86,1,10,SQL_Injection
2025-12-06 16:53:50.708746,10.237.184.210,10.50.37.247,23200,443,UDP,803,46065,176.78,4.54,57.37,260.58,1,11,Normal
2025-12-07 10:06:05.681273,172.16.28.191,118.188.205.106,60545,25,UDP,301,12597,56.06,5.37,41.85,224.72,0,16,Normal
2025-12-07 09:11:50.726551,92.107.75.247,10.224.40.194,42286,8443,ICMP,62184,37985093,1.21,51602.31,610.85,31521268.14,1,12,DDoS
2025-12-07 09:40:11.707739,172.16.16.162,3.107.3.207,15386,20,TCP,835,16956,143.78,5.81,20.31,117.93,0,5,Normal
2025-12-06 15:45:45.740267,18.14.11.155,192.168.62.197,18832,587,TCP,493,15939,1119.43,0.44,32.33,14.24,0,21,Brute_Force
2025-12-07 04:20:27.646670,172.16.22.156,121.97.217.131,60013,8443,ICMP,64,44475,106.11,0.6,694.92,419.14,0,7,Normal
2025-12-07 12:23:35.654402,172.16.22.115,141.102.198.176,16968,110,TCP,135,21427,72.3,1.87,158.72,296.36,0,13,Normal
2025-12-06 15:42:57.648686,192.168.207.242,192.168.150.49,18562,3000,ICMP,171,4418,175.72,0.97,25.84,25.14,0,20,Normal
2025-12-06 16:47:52.706730,10.75.133.180,172.16.23.1,46222,25,ICMP,543,45816,225.58,2.41,84.38,203.1,1,14,Normal
2025-12-07 03:59:52.657891,192.168.52.104,44.53.84.115,56494,53,ICMP,659,94885,167.83,3.93,143.98,565.37,0,14,Normal
2025-12-07 09:09:30.706730,172.16.30.19,33.71.85.51,55432,23,TCP,943,31479,168.45,5.6,33.38,186.87,0,1,Normal
2025-12-07 11:56:19.697057,192.168.146.232,192.168.20.210,18188,110,TCP,255,4561,14.58,17.49,17.89,312.92,1,9,Normal
2025-12-06 17:29:31.703607,10.123.56.198,11.225.207.5,62362,443,TCP,193,8361,125.3,1.54,43.32,66.73,0,11,Normal
2025-12-07 11:40:02.646670,10.102.105.6,172.16.16.218,28161,53,UDP,686,66496,5.62,121.97,96.93,11822.53,0,2,Normal
2025-12-07 14:15:59.669434,192.168.1.114,10.103.131.30,61368,21,ICMP,88,23542,110.27,0.8,267.52,213.49,1,15,Normal
2025-12-06 20:01:10.696005,10.11.197.211,2.95.95.181,27490,20,ICMP,489,22363,87.46,5.59,45.73,255.69,0,2,Normal
2025-12-06 15:34:25.664305,10.159.93.92,147.49.156.125,40124,161,UDP,823,243,193.03,4.26,0.3,1.26,0,12,Normal
2025-12-07 14:36:15.661152,172.16.25.139,10.106.91.165,40373,993,UDP,28,8668,263.67,0.11,309.57,32.87,0,3,Normal
2025-12-06 22:14:00.737144,198.181.5.251,172.16.26.207,60533,22,TCP,122,17637,1474.75,0.08,144.57,11.96,0,16,Brute_Force
2025-12-06 22:42:00.692866,192.168.94.128,64.193.51.153,59871,143,TCP,525,81547,129.13,4.07,155.33,631.5,1,4,Normal
2025-12-07 08:22:59.682384,192.168.121.112,192.168.179.36,34839,110,ICMP,491,4400,264.37,1.86,8.96,16.64,0,2,Normal
2025-12-06 17:03:40.754204,127.96.79.227,10.95.180.198,54742,110,TCP,706,88880,31.21,22.62,125.89,2848.23,0,3,Malware
2025-12-06 23:05:53.753172,112.147.111.192,172.16.18.60,31164,8000,TCP,1329,32255,531.93,2.5,24.27,60.64,0,22,Malware
2025-12-07 04:57:23.645660,172.16.25.139,10.191.65.44,39890,21,UDP,223,84279,255.63,0.87,377.93,329.69,1,2,Normal
2025-12-06 17:12:51.662196,192.168.71.8,192.168.97.184,40783,110,TCP,842,48306,159.06,5.29,57.37,303.7,1,12,Normal
2025-12-06 21:07:17.698419,10.226.32.209,192.168.139.80,48633,25,UDP,794,97877,173.45,4.58,123.27,564.28,1,11,Normal
2025-12-07 15:29:02.730539,151.204.158.7,10.193.165.160,25924,10609,TCP,271,20008,247.2,1.1,73.83,80.94,1,0,Port_Scan
2025-12-07 07:22:15.706730,172.16.19.242,214.229.244.171,21989,23,TCP,719,76882,138.43,5.19,106.93,555.38,0,0,Normal
2025-12-07 01:48:50.739259,133.56.200.212,10.225.163.168,25995,995,TCP,449,9477,1196.91,0.38,21.11,7.92,0,21,Brute_Force
2025-12-07 04:14:05.712933,10.213.172.91,10.117.49.122,54741,162,ICMP,656,76752,100.06,6.56,117.0,767.02,1,4,Normal
2025-12-07 13:41:16.645660,172.16.26.165,172.16.27.60,30594,22,TCP,274,37039,271.74,1.01,135.18,136.3,1,0,Normal
2025-12-06 22:17:55.727548,75.142.158.220,10.210.68.156,17748,23,ICMP,44597,43256502,13.01,3428.28,969.94,3325232.16,1,8,DDoS
2025-12-07 02:57:25.729541,202.197.69.188,172.16.30.37,36626,40136,TCP,422,12737,89.93,4.69,30.18,141.63,1,0,Port_Scan
2025-12-07 04:32:47.742280,64.148.145.45,192.168.143.235,48763,993,TCP,456,13161,1519.18,0.3,28.86,8.66,1,18,Brute_Force
2025-12-07 08:45:37.694960,10.14.196.245,87.199.57.227,63614,8000,TCP,919,25158,63.67,14.43,27.38,395.11,0,21,Normal
2025-12-06 18:24:37.697057,10.50.181.195,212.189.107.192,22827,22,UDP,692,60930,59.83,11.57,88.05,1018.39,0,5,Normal
2025-12-06 17:39:28.685496,10.9.5.118,192.168.207.142,1995,23,ICMP,865,71192,186.9,4.63,82.3,380.9,1,21,Normal
2025-12-06 18:57:25.696005,192.168.240.2,199.19.99.84,22603,995,UDP,445,58392,175.16,2.54,131.22,333.37,1,20,Normal
2025-12-06 19:21:01.739259,186.53.18.168,172.16.22.173,42059,53,TCP,472,9570,932.43,0.51,20.28,10.26,0,23,Brute_Force
2025-12-06 22:12:26.737144,203.122.176.19,192.168.78.165,46885,21,TCP,174,3498,1774.3,0.1,20.1,1.97,0,20,Brute_Force
2025-12-07 05:57:06.755257,9.14.5.241,192.168.5.182,22253,21,TCP,359,99729,61.1,5.88,277.8,1632.34,1,7,Malware
2025-12-07 08:46:27.645660,172.16.21.109,172.16.28.230,39171,443,ICMP,47,91008,113.16,0.42,1936.34,804.22,1,12,Normal
2025-12-07 04:05:27.732532,103.122.69.2,10.42.97.217,64978,19517,TCP,807,19065,156.47,5.16,23.62,121.84,0,9,Port_Scan
2025-12-07 09:03:05.738250,96.57.35.72,10.76.34.8,3866,443,TCP,133,8149,444.6,0.3,61.27,18.33,0,2,Brute_Force
2025-12-07 00:15:13.714281,172.16.23.123,172.16.28.128,31402,21,ICMP,88,7015,244.89,0.36,79.72,28.65,0,3,Normal
2025-12-07 04:07:47.662196,172.16.23.143,22.110.71.154,9716,53,ICMP,943,14853,205.54,4.59,15.75,72.26,0,6,Normal
2025-12-07 00:17:20.648686,10.119.123.236,172.16.23.32,24366,22,TCP,421,49504,228.92,1.84,117.59,216.25,1,9,Normal
2025-12-06 16:04:14.677044,10.200.119.131,172.16.29.106,60230,110,UDP,319,89175,111.73,2.86,279.55,798.13,0,12,Normal
2025-12-07 06:32:44.719573,192.168.255.26,156.196.135.253,50747,3000,UDP,757,52021,272.78,2.78,68.72,190.7,1,14,Normal
2025-12-07 15:12:51.657891,192.168.76.35,99.213.111.150,58995,22,UDP,411,9959,294.3,1.4,24.23,33.84,1,5,Normal
2025-12-06 19:06:53.661152,10.248.255.89,188.100.55.207,33523,21,TCP,157,81419,194.75,0.81,518.59,418.07,1,22,Normal
2025-12-07 11:40:04.704713,10.111.172.231,83.241.150.156,35376,25,ICMP,752,22812,42.21,17.82,30.34,540.46,0,9,Normal
2025-12-07 08:39:21.645660,10.213.166.87,152.236.9.209,25541,162,UDP,840,12884,217.78,3.86,15.34,59.16,1,12,Normal
2025-12-07 00:23:36.712933,10.205.102.241,192.168.123.251,47168,3000,TCP,867,15160,218.68,3.96,17.49,69.33,0,1,Normal
2025-12-07 07:38:12.692866,10.123.228.243,172.16.27.10,6049,20,ICMP,995,792,73.75,13.49,0.8,10.74,1,20,Normal
2025-12-06 17:42:37.681273,192.168.70.45,10.9.104.36,35652,8080,ICMP,484,56710,192.96,2.51,117.17,293.89,1,12,Normal
2025-12-07 09:57:28.723561,172.16.30.20,91.246.115.120,20229,21,UDP,566,69782,41.13,13.76,123.29,1696.42,0,6,Normal
2025-12-07 03:26:40.689482,10.117.14.149,9.92.115.208,16413,53,UDP,815,77967,82.96,9.82,95.67,939.82,0,2,Normal
2025-12-06 17:42:25.726551,94.15.15.39,10.111.47.142,23949,443,UDP,73206,15783420,26.88,2723.8,215.6,587259.21,0,20,DDoS
2025-12-06 18:30:43.752084,27.244.191.63,192.168.164.121,48868,53,UDP,1780,40801,264.51,6.73,22.92,154.25,1,11,Malware
2025-12-06 21:06:20.668438,192.168.235.246,192.168.148.165,38461,53,TCP,450,36693,163.51,2.75,81.54,224.4,0,6,Normal
2025-12-07 01:48:40.745474,77.20.144.43,10.46.174.144,64475,53,TCP,16,1077,58.39,0.27,67.31,18.44,1,14,SQL_Injection
2025-12-06 22:27:41.742280,42.185.228.139,10.189.224.205,5857,162,TCP,160,8411,1694.07,0.09,52.57,4.96,1,4,Brute_Force
2025-12-07 11:34:44.745474,13.247.11.105,192.168.184.122,13262,161,TCP,89,8734,23.08,3.86,98.13,378.46,0,5,SQL_Injection
2025-12-07 05:29:06.736138,130.170.240.201,192.168.169.41,54741,25081,TCP,342,48919,78.9,4.33,143.04,619.98,1,19,Port_Scan
2025-12-07 04:58:48.690748,192.168.75.156,63.101.223.142,15813,443,ICMP,179,13484,297.41,0.6,75.33,45.34,1,11,Normal
2025-12-06 18:22:44.717581,192.168.156.87,158.193.54.163,50890,587,ICMP,606,25798,94.1,6.44,42.57,274.16,1,1,Normal
2025-12-07 15:14:11.660030,172.16.31.87,10.13.154.64,57703,21,TCP,75,1874,133.52,0.56,24.99,14.04,0,7,Normal
2025-12-06 15:54:47.739259,32.93.16.126,10.58.200.241,49606,995,TCP,220,13155,779.01,0.28,59.8,16.89,0,3,Brute_Force
2025-12-07 03:36:07.698419,10.141.173.160,45.90.199.41,17195,53,ICMP,330,57126,139.78,2.36,173.11,408.69,1,13,Normal
2025-12-07 03:32:21.672714,10.125.96.135,10.115.92.97,23664,3000,UDP,995,71575,22.66,43.9,71.93,3158.12,0,16,Normal
2025-12-07 07:06:07.666445,192.168.229.246,221.33.74.200,30148,20,UDP,248,8142,261.8,0.95,32.83,31.1,1,5,Normal
2025-12-06 21:22:22.752084,138.73.191.20,172.16.19.144,35621,8443,TCP,714,138159,210.48,3.39,193.5,656.41,0,1,Malware
2025-12-07 14:45:36.647681,192.168.188.4,10.181.155.84,11329,21,ICMP,518,92377,291.01,1.78,178.33,317.44,0,0,Normal
2025-12-07 09:11:23.645660,172.16.23.20,120.89.230.187,43138,995,ICMP,137,35267,89.69,1.53,257.42,393.22,1,4,Normal
2025-12-06 20:19:25.701557,172.16.18.180,172.16.30.145,22764,161,ICMP,736,6502,296.55,2.48,8.83,21.93,0,4,Normal
2025-12-07 15:19:36.693910,192.168.125.165,132.11.158.253,37802,80,TCP,119,98321,188.97,0.63,826.23,520.3,1,6,Normal
2025-12-07 12:24:52.692866,10.102.77.172,10.147.156.184,59113,161,TCP,813,99506,250.04,3.25,122.39,397.96,0,9,Normal
2025-12-07 09:59:32.693910,10.177.44.253,107.138.154.128,40509,143,ICMP,35,14462,216.41,0.16,413.2,66.83,0,7,Normal
2025-12-06 23:46:19.721568,10.55.250.211,10.180.48.121,21573,995,TCP,742,41741,9.86,75.28,56.25,4234.6,1,13,Normal
2025-12-07 03:53:25.649835,10.67.203.163,36.232.36.100,41402,23,TCP,566,16548,216.69,2.61,29.24,76.37,0,0,Normal
2025-12-07 01:59:26.731534,20.64.46.244,192.168.248.57,28227,34365,TCP,445,43581,32.79,13.57,97.93,1328.96,0,4,Port_Scan
2025-12-07 10:04:45.670668,10.63.42.13,192.168.114.133,64839,23,ICMP,525,7852,214.47,2.45,14.96,36.61,1,9,Normal
2025-12-07 15:20:06.729541,95.103.254.33,172.16.23.232,22737,110,UDP,36899,16828497,29.92,1233.24,456.07,562441.74,0,23,DDoS
2025-12-06 20:37:26.744429,100.158.193.193,192.168.21.186,30392,3000,TCP,22,8864,28.2,0.78,402.91,314.3,0,6,SQL_Injection
2025-12-07 02:14:32.698419,10.212.232.105,172.16.16.8,34777,143,TCP,732,28291,148.26,4.94,38.65,190.82,1,12,Normal
2025-12-06 18:49:28.669434,192.168.69.129,10.225.192.26,37570,162,ICMP,353,36095,293.87,1.2,102.25,122.83,1,8,Normal
2025-12-07 10:45:37.736138,190.227.100.44,172.16.27.136,33313,31006,TCP,711,25168,86.04,8.26,35.4,292.52,1,19,Port_Scan
2025-12-06 17:15:05.705718,10.184.184.164,192.168.19.243,35538,162,ICMP,277,1933,268.1,1.03,6.98,7.21,0,23,Normal
2025-12-07 08:27:57.721568,10.248.230.56,172.16.31.188,58671,20,ICMP,357,83579,181.16,1.97,234.11,461.36,0,18,Normal
2025-12-07 04:54:30.706730,192.168.19.76,40.160.107.107,1150,995,ICMP,10,10023,133.74,0.07,1002.3,74.95,1,19,Normal
2025-12-07 12:28:51.712933,192.168.30.245,10.122.247.249,63418,587,TCP,346,19625,274.69,1.26,56.72,71.45,0,12,Normal
2025-12-06 19:56:56.654402,10.128.12.38,172.16.27.123,42261,21,UDP,982,69867,0.88,1118.67,71.15,79590.47,0,8,Normal
2025-12-07 03:28:37.733907,136.11.89.45,10.225.232.179,1263,54977,TCP,109,36636,36.68,2.97,336.11,998.86,1,11,Port_Scan
2025-12-06 20:06:21.687490,192.168.155.154,28.84.153.193,29110,161,UDP,303,87683,292.81,1.03,289.38,299.46,1,21,Normal
2025-12-06 21:54:48.742280,182.231.2.217,192.168.222.151,42697,23,TCP,389,3944,988.3,0.39,10.14,3.99,1,20,Brute_Force
2025-12-07 12:44:52.672714,10.1.219.49,172.16.28.10,14163,20,ICMP,588,38427,282.9,2.08,65.35,135.83,0,6,Normal
2025-12-07 08:39:59.693910,10.107.247.247,172.16.25.122,3872,23,TCP,711,96421,25.58,27.8,135.61,3769.72,1,11,Normal
2025-12-06 18:27:17.734894,117.49.83.192,192.168.211.172,31111,46298,TCP,299,21448,121.44,2.46,71.73,176.61,1,22,Port_Scan
2025-12-07 14:28:29.653355,192.168.22.110,10.89.13.99,29067,162,UDP,150,56991,202.38,0.74,379.94,281.61,1,2,Normal
2025-12-06 19:13:22.744429,127.130.26.218,10.78.57.198,20323,53,TCP,36,6691,32.52,1.11,185.86,205.73,0,23,SQL_Injection
2025-12-07 03:54:04.690748,10.198.167.178,90.17.19.26,4158,53,TCP,870,96955,165.73,5.25,111.44,585.0,1,1,Normal
2025-12-06 22:22:51.679169,192.168.243.99,148.190.241.224,2953,162,ICMP,761,20074,124.29,6.12,26.38,161.51,0,8,Normal
2025-12-06 21:20:33.711880,192.168.42.133,180.89.254.235,44125,25,ICMP,958,98114,293.68,3.26,102.42,334.08,0,14,Normal
2025-12-07 03:50:04.732532,144.11.126.251,192.168.171.14,22282,44735,TCP,684,17063,110.57,6.19,24.95,154.32,0,7,Port_Scan
2025-12-06 20:11:22.728545,79.10.238.170,10.38.111.120,35471,53,UDP,77212,42575707,10.06,7676.57,551.41,4232961.87,1,15,DDoS
2025-12-07 09:35:01.689482,192.168.237.2,192.168.49.163,54388,8000,TCP,871,93220,295.21,2.95,107.03,315.77,1,20,Normal
2025-12-07 02:44:22.668438,192.168.54.105,118.130.14.177,19881,22,UDP,876,51536,227.18,3.86,58.83,226.85,0,1,Normal
